simplified_created_at_date,fips,state_cases,state_deaths
2020.5.9,2,377,8
2020.5.9,4,10960,532
2020.5.9,5,3747,88
2020.5.9,6,66824,2732
2020.5.9,8,19267,965
2020.5.9,9,32984,2932
2020.5.9,10,6277,221
2020.5.9,11,6102,311
2020.5.9,12,39993,1714
2020.5.9,13,31481,1380
2020.5.9,66,1120,6
2020.5.9,15,620,17
2020.5.9,16,2230,67
2020.5.9,17,76008,3362
2020.5.9,18,24239,1490
2020.5.9,19,11671,252
2020.5.9,20,6923,172
2020.5.9,21,6469,312
2020.5.9,22,31490,2267
2020.5.9,23,1408,64
2020.5.9,24,31638,1614
2020.5.9,25,76743,4840
2020.5.9,26,46735,4526
2020.5.9,27,10789,558
2020.5.9,28,9378,421
2020.5.9,29,9737,492
2020.5.9,30,458,16
2020.5.9,31,8233,95
2020.5.9,32,6046,306
2020.5.9,33,3011,131
2020.5.9,34,137085,9116
2020.5.9,35,4778,191
2020.5.9,36,338519,26584
2020.5.9,37,14387,554
2020.5.9,38,1464,35
2020.5.9,69,16,2
2020.5.9,39,23697,1331
2020.5.9,40,4490,270
2020.5.9,41,3160,127
2020.5.9,42,58661,3793
2020.5.9,72,2173,108
2020.5.9,44,10989,418
2020.5.9,45,7531,330
2020.5.9,46,3393,34
2020.5.9,47,14675,241
2020.5.9,48,38849,1086
2020.5.9,49,6103,66
2020.5.9,50,921,53
2020.5.9,78,69,4
2020.5.9,51,23194,827
2020.5.9,53,17629,925
2020.5.9,54,1348,53
2020.5.9,55,10099,398
2020.5.9,56,653,7
2020.5.10,1,9889,393
2020.5.10,2,378,8
2020.5.10,4,11119,536
2020.5.10,5,4012,91
2020.5.10,6,68051,2769
2020.5.10,8,19595,969
2020.5.10,9,33554,2967
2020.5.10,10,6447,224
2020.5.10,11,6272,323
2020.5.10,12,40588,1720
2020.5.10,13,32267,1383
2020.5.10,66,1120,6
2020.5.10,15,621,17
2020.5.10,16,2232,67
2020.5.10,17,77662,3426
2020.5.10,18,24633,1508
2020.5.10,19,11959,265
2020.5.10,20,7045,172
2020.5.10,21,6486,312
2020.5.10,22,31673,2286
2020.5.10,23,1436,64
2020.5.10,24,32693,1644
2020.5.10,25,77793,4979
2020.5.10,26,47116,4551
2020.5.10,27,11270,578
2020.5.10,28,9501,430
2020.5.10,29,9906,502
2020.5.10,30,458,16
2020.5.10,31,8328,97
2020.5.10,32,6120,306
2020.5.10,33,3071,133
2020.5.10,34,138532,9255
2020.5.10,35,4863,200
2020.5.10,36,340657,26798
2020.5.10,37,14783,561
2020.5.10,38,1491,35
2020.5.10,69,16,2
2020.5.10,39,24086,1341
2020.5.10,40,4589,272
2020.5.10,41,3228,127
2020.5.10,42,60037,3819
2020.5.10,72,2198,111
2020.5.10,44,11274,422
2020.5.10,45,7653,331
2020.5.10,46,3517,34
2020.5.10,47,15060,242
2020.5.10,48,40037,1110
2020.5.10,49,6251,67
2020.5.10,50,926,53
2020.5.10,78,69,5
2020.5.10,51,24079,839
2020.5.10,53,17781,939
2020.5.10,54,1363,54
2020.5.10,55,10379,400
2020.5.10,56,662,7
2020.5.11,1,10164,403
2020.5.11,2,380,8
2020.5.11,4,11380,542
2020.5.11,5,4043,94
2020.5.11,6,69514,2820
2020.5.11,8,19793,986
2020.5.11,9,33765,3008
2020.5.11,10,6565,225
2020.5.11,11,6389,328
2020.5.11,12,40974,1734
2020.5.11,13,32448,1420
2020.5.11,66,1120,6
2020.5.11,15,623,17
2020.5.11,16,2261,69
2020.5.11,17,79123,3480
2020.5.11,18,25134,1540
2020.5.11,19,12373,271
2020.5.11,20,7161,174
2020.5.11,21,6710,325
2020.5.11,22,31881,2308
2020.5.11,23,1462,65
2020.5.11,24,33483,1683
2020.5.11,25,78462,5108
2020.5.11,26,47526,4584
2020.5.11,27,11798,591
2020.5.11,28,9674,435
2020.5.11,29,10025,512
2020.5.11,30,459,16
2020.5.11,31,8575,99
2020.5.11,32,6152,312
2020.5.11,33,3160,133
2020.5.11,34,139945,9310
2020.5.11,35,5069,208
2020.5.11,36,342267,27003
2020.5.11,37,15069,571
2020.5.11,38,1518,36
2020.5.11,69,19,2
2020.5.11,39,24785,1357
2020.5.11,40,4613,274
2020.5.11,41,3286,130
2020.5.11,42,60557,3846
2020.5.11,72,2256,113
2020.5.11,44,11450,430
2020.5.11,45,7792,346
2020.5.11,46,3614,34
2020.5.11,47,15423,248
2020.5.11,48,40988,1137
2020.5.11,49,6364,68
2020.5.11,50,926,53
2020.5.11,78,69,6
2020.5.11,51,25068,850
2020.5.11,53,18172,957
2020.5.11,54,1370,57
2020.5.11,55,10581,409
2020.5.11,56,669,7
2020.5.12,1,10464,435
2020.5.12,2,383,8
2020.5.12,4,11736,562
2020.5.12,5,4164,95
2020.5.12,6,71150,2902
2020.5.12,8,20103,1009
2020.5.12,9,34333,3041
2020.5.12,10,6741,237
2020.5.12,11,6485,336
2020.5.12,12,41915,1778
2020.5.12,13,33311,1470
2020.5.12,66,1121,6
2020.5.12,15,624,17
2020.5.12,16,2294,69
2020.5.12,17,83168,3617
2020.5.12,18,25676,1578
2020.5.12,19,12912,289
2020.5.12,20,7352,178
2020.5.12,21,7003,333
2020.5.12,22,32116,2347
2020.5.12,23,1477,65
2020.5.12,24,34174,1756
2020.5.12,25,79332,5141
2020.5.12,26,47946,4674
2020.5.12,27,12493,614
2020.5.12,28,9908,457
2020.5.12,29,10124,528
2020.5.12,30,461,16
2020.5.12,31,8732,102
2020.5.12,32,6311,321
2020.5.12,33,3239,142
2020.5.12,34,140743,9508
2020.5.12,35,5212,219
2020.5.12,36,343705,27282
2020.5.12,37,15402,597
2020.5.12,38,1571,38
2020.5.12,69,19,2
2020.5.12,39,25257,1436
2020.5.12,40,4731,278
2020.5.12,41,3359,130
2020.5.12,42,61407,3924
2020.5.12,72,2299,114
2020.5.12,44,11614,444
2020.5.12,45,7927,355
2020.5.12,46,3663,39
2020.5.12,47,15777,264
2020.5.12,48,42348,1169
2020.5.12,49,6454,73
2020.5.12,50,927,53
2020.5.12,78,69,6
2020.5.12,51,25798,891
2020.5.12,53,18382,972
2020.5.12,54,1379,58
2020.5.12,55,10781,418
2020.5.12,56,675,7
2020.5.13,1,10700,450
2020.5.13,2,383,8
2020.5.13,4,12176,594
2020.5.13,5,4236,97
2020.5.13,6,73218,3014
2020.5.13,8,20442,1062
2020.5.13,9,34855,3125
2020.5.13,10,6952,247
2020.5.13,11,6584,350
2020.5.13,12,42394,1826
2020.5.13,13,33866,1494
2020.5.13,66,1121,6
2020.5.13,15,627,17
2020.5.13,16,2325,69
2020.5.13,17,84874,3815
2020.5.13,18,26044,1619
2020.5.13,19,13289,306
2020.5.13,20,7552,179
2020.5.13,21,7102,334
2020.5.13,22,32728,2381
2020.5.13,23,1515,66
2020.5.13,24,34927,1809
2020.5.13,25,80497,5315
2020.5.13,26,48307,4714
2020.5.13,27,12916,638
2020.5.13,28,10090,465
2020.5.13,29,10369,548
2020.5.13,30,462,16
2020.5.13,31,9072,106
2020.5.13,32,6482,331
2020.5.13,33,3299,150
2020.5.13,34,141560,9702
2020.5.13,35,5364,231
2020.5.13,36,345828,27448
2020.5.13,37,15850,615
2020.5.13,38,1647,40
2020.5.13,69,19,2
2020.5.13,39,25727,1483
2020.5.13,40,4852,278
2020.5.13,41,3416,134
2020.5.13,42,62194,4104
2020.5.13,72,2329,115
2020.5.13,44,11835,462
2020.5.13,45,8030,362
2020.5.13,46,3732,39
2020.5.13,47,16261,271
2020.5.13,48,43822,1205
2020.5.13,49,6624,76
2020.5.13,50,929,53
2020.5.13,78,69,6
2020.5.13,51,26744,927
2020.5.13,53,18492,977
2020.5.13,54,1405,59
2020.5.13,55,11071,421
2020.5.13,56,688,7
2020.5.14,1,11101,473
2020.5.14,2,387,8
2020.5.14,4,12674,624
2020.5.14,5,4366,98
2020.5.14,6,74947,3039
2020.5.14,8,20813,1091
2020.5.14,9,35464,3219
2020.5.14,10,7223,260
2020.5.14,11,6736,358
2020.5.14,12,43202,1874
2020.5.14,13,34422,1521
2020.5.14,66,1121,6
2020.5.14,15,627,17
2020.5.14,16,2352,72
2020.5.14,17,88081,3945
2020.5.14,18,26627,1646
2020.5.14,19,13675,318
2020.5.14,20,7668,181
2020.5.14,21,7397,341
2020.5.14,22,33555,2417
2020.5.14,23,1565,69
2020.5.14,24,36021,1866
2020.5.14,25,82182,5482
2020.5.14,26,49489,4787
2020.5.14,27,13443,672
2020.5.14,28,10483,480
2020.5.14,29,10490,564
2020.5.14,30,462,16
2020.5.14,31,9411,117
2020.5.14,32,6604,339
2020.5.14,33,3382,151
2020.5.14,34,142704,9946
2020.5.14,35,5503,242
2020.5.14,36,348192,27617
2020.5.14,37,16593,632
2020.5.14,38,1712,40
2020.5.14,69,19,2
2020.5.14,39,26363,1534
2020.5.14,40,4962,284
2020.5.14,41,3479,137
2020.5.14,42,63158,4298
2020.5.14,72,2427,117
2020.5.14,44,12016,468
2020.5.14,45,8189,371
2020.5.14,46,3792,43
2020.5.14,47,16588,284
2020.5.14,48,45169,1256
2020.5.14,49,6760,76
2020.5.14,50,932,53
2020.5.14,78,69,6
2020.5.14,51,27810,955
2020.5.14,53,18861,991
2020.5.14,54,1435,62
2020.5.14,55,11449,434
2020.5.14,56,701,7
2020.5.15,1,11373,483
2020.5.15,2,388,8
2020.5.15,4,13169,651
2020.5.15,5,4463,98
2020.5.15,6,77015,3192
2020.5.15,8,21207,1150
2020.5.15,9,36085,3285
2020.5.15,10,7373,271
2020.5.15,11,6871,368
2020.5.15,12,44130,1916
2020.5.15,13,35242,1563
2020.5.15,66,1123,6
2020.5.15,15,628,17
2020.5.15,16,2389,73
2020.5.15,17,90528,4075
2020.5.15,18,27281,1691
2020.5.15,19,14049,336
2020.5.15,20,8006,187
2020.5.15,21,7578,343
2020.5.15,22,33903,2448
2020.5.15,23,1603,69
2020.5.15,24,37105,1911
2020.5.15,25,83421,5592
2020.5.15,26,49982,4825
2020.5.15,27,14240,692
2020.5.15,28,10801,493
2020.5.15,29,10567,579
2020.5.15,30,466,16
2020.5.15,31,9766,122
2020.5.15,32,6733,345
2020.5.15,33,3464,159
2020.5.15,34,143905,10138
2020.5.15,35,5662,253
2020.5.15,36,350951,27755
2020.5.15,37,17190,660
2020.5.15,38,1761,42
2020.5.15,69,19,2
2020.5.15,39,26956,1581
2020.5.15,40,5086,285
2020.5.15,41,3541,137
2020.5.15,42,64178,4432
2020.5.15,72,2542,122
2020.5.15,44,12219,479
2020.5.15,45,8407,380
2020.5.15,46,3887,44
2020.5.15,47,16917,288
2020.5.15,48,46987,1300
2020.5.15,49,6930,77
2020.5.15,50,933,53
2020.5.15,78,69,6
2020.5.15,51,28669,977
2020.5.15,53,19131,1008
2020.5.15,54,1448,64
2020.5.15,55,12037,445
2020.5.15,56,716,7
2020.5.16,1,11674,485
2020.5.16,2,392,8
2020.5.16,4,13631,679
2020.5.16,5,4578,98
2020.5.16,6,78933,3254
2020.5.16,8,21604,1192
2020.5.16,9,36703,3339
2020.5.16,10,7547,286
2020.5.16,11,7042,375
2020.5.16,12,44803,1963
2020.5.16,13,35655,1573
2020.5.16,66,1123,6
2020.5.16,15,629,17
2020.5.16,16,2419,73
2020.5.16,17,92669,4149
2020.5.16,18,27919,1741
2020.5.16,19,14328,346
2020.5.16,20,8059,189
2020.5.16,21,7773,346
2020.5.16,22,34183,2479
2020.5.16,23,1648,70
2020.5.16,24,38083,1957
2020.5.16,25,84933,5705
2020.5.16,26,50416,4880
2020.5.16,27,14969,709
2020.5.16,28,11123,510
2020.5.16,29,10794,593
2020.5.16,30,468,16
2020.5.16,31,10220,129
2020.5.16,32,6810,349
2020.5.16,33,3556,171
2020.5.16,34,145089,10249
2020.5.16,35,5847,259
2020.5.16,36,353136,27953
2020.5.16,37,18009,671
2020.5.16,38,1848,42
2020.5.16,69,21,2
2020.5.16,39,27476,1610
2020.5.16,40,5237,288
2020.5.16,41,3612,137
2020.5.16,42,65228,4490
2020.5.16,72,2589,122
2020.5.16,44,12434,489
2020.5.16,45,8661,380
2020.5.16,46,3959,44
2020.5.16,47,17204,292
2020.5.16,48,47866,1330
2020.5.16,49,7068,78
2020.5.16,50,934,53
2020.5.16,78,69,6
2020.5.16,51,29679,1002
2020.5.16,53,19336,1015
2020.5.16,54,1470,65
2020.5.16,55,12551,453
2020.5.16,56,741,7
2020.5.17,1,11771,488
2020.5.17,2,396,8
2020.5.17,4,13937,680
2020.5.17,5,4759,98
2020.5.17,6,80366,3290
2020.5.17,8,21909,1215
2020.5.17,9,37419,3408
2020.5.17,10,7670,290
2020.5.17,11,7123,383
2020.5.17,12,45580,1972
2020.5.17,13,35954,1584
2020.5.17,66,1123,6
2020.5.17,15,630,17
2020.5.17,16,2421,73
2020.5.17,17,94360,4198
2020.5.17,18,28419,1751
2020.5.17,19,14651,351
2020.5.17,20,8066,189
2020.5.17,21,7793,346
2020.5.17,22,34498,2491
2020.5.17,23,1687,70
2020.5.17,24,38920,1992
2020.5.17,25,86010,5797
2020.5.17,26,51054,4891
2020.5.17,27,15677,731
2020.5.17,28,11296,521
2020.5.17,29,11069,601
2020.5.17,30,468,16
2020.5.17,31,10348,129
2020.5.17,32,6935,350
2020.5.17,33,3596,172
2020.5.17,34,146334,10356
2020.5.17,35,5938,265
2020.5.17,36,355037,28168
2020.5.17,37,18537,679
2020.5.17,38,1900,43
2020.5.17,69,21,2
2020.5.17,39,27925,1625
2020.5.17,40,5310,288
2020.5.17,41,3623,137
2020.5.17,42,65745,4504
2020.5.17,72,2646,123
2020.5.17,44,12674,499
2020.5.17,45,8816,385
2020.5.17,46,3987,44
2020.5.17,47,17391,293
2020.5.17,48,48828,1356
2020.5.17,49,7238,80
2020.5.17,50,940,54
2020.5.17,78,69,6
2020.5.17,51,30383,1009
2020.5.17,53,19514,1016
2020.5.17,54,1492,67
2020.5.17,55,12754,453
2020.5.17,56,754,8
2020.5.18,1,12086,489
2020.5.18,2,399,8
2020.5.18,4,14170,686
2020.5.18,5,4813,100
2020.5.18,6,81943,3322
2020.5.18,8,22174,1224
2020.5.18,9,38116,3449
2020.5.18,10,7869,297
2020.5.18,11,7270,392
2020.5.18,12,46434,1996
2020.5.18,13,36634,1624
2020.5.18,66,1123,6
2020.5.18,15,630,17
2020.5.18,16,2455,74
2020.5.18,17,96778,4257
2020.5.18,18,28897,1765
2020.5.18,19,14955,355
2020.5.18,20,8439,190
2020.5.18,21,8041,354
2020.5.18,22,34832,2563
2020.5.18,23,1713,71
2020.5.18,24,39882,2023
2020.5.18,25,87052,5862
2020.5.18,26,51853,4915
2020.5.18,27,16372,740
2020.5.18,28,11432,528
2020.5.18,29,11225,609
2020.5.18,30,470,16
2020.5.18,31,10625,132
2020.5.18,32,7059,364
2020.5.18,33,3652,172
2020.5.18,34,148039,10435
2020.5.18,35,6096,270
2020.5.18,36,356278,28302
2020.5.18,37,19121,684
2020.5.18,38,1931,44
2020.5.18,69,21,2
2020.5.18,39,28455,1657
2020.5.18,40,5398,288
2020.5.18,41,3687,138
2020.5.18,42,66676,4560
2020.5.18,72,2710,124
2020.5.18,44,12795,506
2020.5.18,45,8942,391
2020.5.18,46,4027,44
2020.5.18,47,17767,296
2020.5.18,48,49788,1362
2020.5.18,49,7384,80
2020.5.18,50,940,54
2020.5.18,78,69,6
2020.5.18,51,31132,1014
2020.5.18,53,19756,1020
2020.5.18,54,1502,68
2020.5.18,55,12912,459
2020.5.18,56,766,10
2020.5.19,1,12376,504
2020.5.19,2,399,8
2020.5.19,4,14566,704
2020.5.19,5,4923,102
2020.5.19,6,83981,3422
2020.5.19,8,22454,1257
2020.5.19,9,38430,3472
2020.5.19,10,8037,304
2020.5.19,11,7434,400
2020.5.19,12,46936,2051
2020.5.19,13,37214,1650
2020.5.19,66,1123,6
2020.5.19,15,631,17
2020.5.19,16,2476,77
2020.5.19,17,98298,4399
2020.5.19,18,29402,1824
2020.5.19,19,15296,367
2020.5.19,20,8488,193
2020.5.19,21,8205,369
2020.5.19,22,35161,2581
2020.5.19,23,1741,73
2020.5.19,24,41664,2081
2020.5.19,25,87925,5938
2020.5.19,26,52337,5017
2020.5.19,27,17038,757
2020.5.19,28,11704,554
2020.5.19,29,11369,631
2020.5.19,30,471,16
2020.5.19,31,10846,136
2020.5.19,32,7169,373
2020.5.19,33,3721,182
2020.5.19,34,149013,10586
2020.5.19,35,6192,276
2020.5.19,36,357757,28437
2020.5.19,37,19762,711
2020.5.19,38,1994,45
2020.5.19,69,21,2
2020.5.19,39,28953,1720
2020.5.19,40,5489,294
2020.5.19,41,3726,140
2020.5.19,42,67404,4675
2020.5.19,72,2805,124
2020.5.19,44,12951,532
2020.5.19,45,9056,399
2020.5.19,46,4085,46
2020.5.19,47,18301,301
2020.5.19,48,51080,1405
2020.5.19,49,7530,88
2020.5.19,50,944,54
2020.5.19,78,69,6
2020.5.19,51,32129,1041
2020.5.19,53,19988,1042
2020.5.19,54,1514,68
2020.5.19,55,13200,467
2020.5.19,56,776,10
2020.5.20,1,13052,522
2020.5.20,2,402,8
2020.5.20,4,14897,747
2020.5.20,5,5003,107
2020.5.20,6,86125,3514
2020.5.20,8,22769,1299
2020.5.20,9,39017,3529
2020.5.20,10,8194,310
2020.5.20,11,7551,407
2020.5.20,12,47463,2095
2020.5.20,13,38162,1672
2020.5.20,66,1134,6
2020.5.20,15,633,17
2020.5.20,16,2506,77
2020.5.20,17,100713,4547
2020.5.20,18,29986,1864
2020.5.20,19,15868,400
2020.5.20,20,8661,197
2020.5.20,21,8336,381
2020.5.20,22,35439,2608
2020.5.20,23,1819,73
2020.5.20,24,42442,2123
2020.5.20,25,88970,6066
2020.5.20,26,52988,5060
2020.5.20,27,17679,786
2020.5.20,28,11967,570
2020.5.20,29,11510,643
2020.5.20,30,478,16
2020.5.20,31,11119,141
2020.5.20,32,7301,378
2020.5.20,33,3868,190
2020.5.20,34,150399,10747
2020.5.20,35,6338,283
2020.5.20,36,359235,28540
2020.5.20,37,20221,721
2020.5.20,38,2095,49
2020.5.20,69,21,2
2020.5.20,39,29437,1781
2020.5.20,40,5532,299
2020.5.20,41,3801,144
2020.5.20,42,68151,4794
2020.5.20,72,2866,125
2020.5.20,44,13356,538
2020.5.20,45,9175,407
2020.5.20,46,4177,46
2020.5.20,47,18534,309
2020.5.20,48,52369,1443
2020.5.20,49,7717,90
2020.5.20,50,944,54
2020.5.20,78,69,6
2020.5.20,51,32888,1074
2020.5.20,53,20110,1045
2020.5.20,54,1567,69
2020.5.20,55,13779,481
2020.5.20,56,787,11
2020.5.21,1,13414,529
2020.5.21,2,402,8
2020.5.21,4,15315,763
2020.5.21,5,5458,110
2020.5.21,6,88488,3624
2020.5.21,8,23161,1310
2020.5.21,9,39208,3582
2020.5.21,10,8386,317
2020.5.21,11,7788,412
2020.5.21,12,48667,2143
2020.5.21,13,38969,1749
2020.5.21,66,1134,6
2020.5.21,15,637,17
2020.5.21,16,2534,77
2020.5.21,17,102995,4634
2020.5.21,18,30673,1913
2020.5.21,19,16170,414
2020.5.21,20,8771,199
2020.5.21,21,8475,393
2020.5.21,22,36627,2629
2020.5.21,23,1877,73
2020.5.21,24,43645,2159
2020.5.21,25,90084,6148
2020.5.21,26,53468,5129
2020.5.21,27,18209,818
2020.5.21,28,12222,580
2020.5.21,29,11657,670
2020.5.21,30,479,16
2020.5.21,31,11423,148
2020.5.21,32,7404,381
2020.5.21,33,3935,199
2020.5.21,34,151472,10843
2020.5.21,35,6472,294
2020.5.21,36,361313,28663
2020.5.21,37,20934,734
2020.5.21,38,2229,51
2020.5.21,69,22,2
2020.5.21,39,30168,1836
2020.5.21,40,5680,304
2020.5.21,41,3817,145
2020.5.21,42,69252,4887
2020.5.21,72,2913,126
2020.5.21,44,13571,556
2020.5.21,45,9379,416
2020.5.21,46,4177,47
2020.5.21,47,18970,313
2020.5.21,48,53441,1480
2020.5.21,49,7876,92
2020.5.21,50,950,54
2020.5.21,78,69,6
2020.5.21,51,34116,1099
2020.5.21,53,20280,1054
2020.5.21,54,1603,71
2020.5.21,55,14172,487
2020.5.21,56,801,12
2020.5.22,1,13670,541
2020.5.22,2,404,8
2020.5.22,4,15608,775
2020.5.22,5,5612,113
2020.5.22,6,90801,3690
2020.5.22,8,23456,1324
2020.5.22,9,39640,3637
2020.5.22,10,8529,322
2020.5.22,11,7893,418
2020.5.22,12,49443,2189
2020.5.22,13,39734,1779
2020.5.22,66,1134,6
2020.5.22,15,632,17
2020.5.22,16,2595,79
2020.5.22,17,105710,4740
2020.5.22,18,31165,1941
2020.5.22,19,16510,441
2020.5.22,20,9068,200
2020.5.22,21,8688,398
2020.5.22,22,37048,2669
2020.5.22,23,1948,75
2020.5.22,24,44539,2207
2020.5.22,25,90889,6228
2020.5.22,26,53865,5158
2020.5.22,27,19014,851
2020.5.22,28,12624,596
2020.5.22,29,11797,680
2020.5.22,30,479,16
2020.5.22,31,11661,149
2020.5.22,32,7531,387
2020.5.22,33,4014,204
2020.5.22,34,152719,10985
2020.5.22,35,6625,302
2020.5.22,36,362991,28802
2020.5.22,37,21661,754
2020.5.22,38,2317,52
2020.5.22,69,22,2
2020.5.22,39,30795,1872
2020.5.22,40,5849,307
2020.5.22,41,3864,147
2020.5.22,42,70305,5032
2020.5.22,72,3030,126
2020.5.22,44,13736,579
2020.5.22,45,9638,419
2020.5.22,46,4356,50
2020.5.22,47,19364,315
2020.5.22,48,54369,1498
2020.5.22,49,8057,93
2020.5.22,50,952,54
2020.5.22,78,69,6
2020.5.22,51,34925,1136
2020.5.22,53,20526,1061
2020.5.22,54,1705,72
2020.5.22,55,14768,496
2020.5.22,56,803,12
2020.5.23,1,14149,549
2020.5.23,2,409,8
2020.5.23,4,16040,799
2020.5.23,5,5775,115
2020.5.23,6,92815,3768
2020.5.23,8,23932,1327
2020.5.23,9,40022,3675
2020.5.23,10,8690,324
2020.5.23,11,7966,427
2020.5.23,12,50119,2232
2020.5.23,13,40408,1794
2020.5.23,66,1134,6
2020.5.23,15,633,17
2020.5.23,16,2626,79
2020.5.23,17,108100,4817
2020.5.23,18,31674,1964
2020.5.23,19,16898,446
2020.5.23,20,9119,200
2020.5.23,21,8812,399
2020.5.23,22,37165,2683
2020.5.23,23,2013,77
2020.5.23,24,45608,2243
2020.5.23,25,91662,6304
2020.5.23,26,54304,5223
2020.5.23,27,19854,861
2020.5.23,28,13005,616
2020.5.23,29,11922,685
2020.5.23,30,479,16
2020.5.23,31,11988,150
2020.5.23,32,7769,392
2020.5.23,33,4089,208
2020.5.23,34,153104,11081
2020.5.23,35,6795,308
2020.5.23,36,364745,28900
2020.5.23,37,22731,763
2020.5.23,38,2365,52
2020.5.23,69,22,2
2020.5.23,39,31408,1956
2020.5.23,40,5960,311
2020.5.23,41,3888,147
2020.5.23,42,71102,5121
2020.5.23,72,3100,127
2020.5.23,44,13952,597
2020.5.23,45,9895,425
2020.5.23,46,4468,50
2020.5.23,47,19765,325
2020.5.23,48,55451,1522
2020.5.23,49,8260,97
2020.5.23,50,954,54
2020.5.23,78,69,6
2020.5.23,51,35725,1158
2020.5.23,53,20740,1062
2020.5.23,54,1729,72
2020.5.23,55,15196,507
2020.5.23,56,813,12
2020.5.24,1,14478,551
2020.5.24,2,409,8
2020.5.24,4,16339,800
2020.5.24,5,5922,116
2020.5.24,6,94743,3790
2020.5.24,8,24140,1332
2020.5.24,9,40468,3693
2020.5.24,10,8809,326
2020.5.24,11,8110,432
2020.5.24,12,50859,2236
2020.5.24,13,40989,1799
2020.5.24,66,1135,6
2020.5.24,15,633,17
2020.5.24,16,2650,79
2020.5.24,17,110541,4884
2020.5.24,18,32151,1976
2020.5.24,19,17434,456
2020.5.24,20,9135,200
2020.5.24,21,8842,399
2020.5.24,22,37293,2690
2020.5.24,23,2055,78
2020.5.24,24,46919,2277
2020.5.24,25,92675,6372
2020.5.24,26,54616,5228
2020.5.24,27,20582,878
2020.5.24,28,13252,625
2020.5.24,29,12114,689
2020.5.24,30,479,16
2020.5.24,31,12133,153
2020.5.24,32,7886,394
2020.5.24,33,4149,209
2020.5.24,34,154154,11133
2020.5.24,35,6943,317
2020.5.24,36,366346,29046
2020.5.24,37,23231,771
2020.5.24,38,2418,53
2020.5.24,69,22,2
2020.5.24,39,31911,1969
2020.5.24,40,6037,311
2020.5.24,41,3927,148
2020.5.24,42,71656,5145
2020.5.24,72,3189,127
2020.5.24,44,14065,608
2020.5.24,45,10096,435
2020.5.24,46,4563,50
2020.5.24,47,20116,332
2020.5.24,48,56050,1533
2020.5.24,49,8392,97
2020.5.24,50,956,54
2020.5.24,78,69,6
2020.5.24,51,36220,1170
2020.5.24,53,20989,1069
2020.5.24,54,1771,72
2020.5.24,55,15573,510
2020.5.24,56,813,12
2020.5.25,1,14986,566
2020.5.25,2,412,8
2020.5.25,4,16561,806
2020.5.25,5,6029,117
2020.5.25,6,97017,3808
2020.5.25,8,24256,1333
2020.5.25,9,40873,3742
2020.5.25,10,8965,332
2020.5.25,11,8225,440
2020.5.25,12,51738,2251
2020.5.25,13,41414,1820
2020.5.25,66,1135,6
2020.5.25,15,633,17
2020.5.25,16,2664,79
2020.5.25,17,112248,4912
2020.5.25,18,32489,1984
2020.5.25,19,17628,460
2020.5.25,20,9272,201
2020.5.25,21,8899,403
2020.5.25,22,37916,2690
2020.5.25,23,2074,78
2020.5.25,24,47754,2302
2020.5.25,25,93271,6416
2020.5.25,26,54816,5240
2020.5.25,27,21324,890
2020.5.25,28,13458,635
2020.5.25,29,12296,694
2020.5.25,30,479,16
2020.5.25,31,12354,155
2020.5.25,32,7959,396
2020.5.25,33,4197,210
2020.5.25,34,155092,11144
2020.5.25,35,7026,320
2020.5.25,36,367625,29138
2020.5.25,37,23997,780
2020.5.25,38,2457,54
2020.5.25,69,22,2
2020.5.25,39,32477,1987
2020.5.25,40,6090,313
2020.5.25,41,3949,148
2020.5.25,42,72356,5159
2020.5.25,72,3260,129
2020.5.25,44,14065,608
2020.5.25,45,10178,440
2020.5.25,46,4586,50
2020.5.25,47,20533,334
2020.5.25,48,56490,1536
2020.5.25,49,8521,98
2020.5.25,50,962,54
2020.5.25,78,69,6
2020.5.25,51,37703,1207
2020.5.25,53,21265,1076
2020.5.25,54,1782,73
2020.5.25,55,15857,514
2020.5.25,56,843,12
2020.5.26,1,15650,580
2020.5.26,2,416,8
2020.5.26,4,16783,807
2020.5.26,5,6180,119
2020.5.26,6,99924,3859
2020.5.26,8,24553,1352
2020.5.26,9,41303,3769
2020.5.26,10,9066,335
2020.5.26,11,8334,440
2020.5.26,12,52247,2258
2020.5.26,13,42066,1867
2020.5.26,66,1139,6
2020.5.26,15,633,17
2020.5.26,16,2699,81
2020.5.26,17,113486,4960
2020.5.26,18,32856,2004
2020.5.26,19,17999,480
2020.5.26,20,9352,204
2020.5.26,21,9175,407
2020.5.26,22,38252,2701
2020.5.26,23,2109,79
2020.5.26,24,48290,2333
2020.5.26,25,93693,6473
2020.5.26,26,55040,5266
2020.5.26,27,21969,908
2020.5.26,28,13731,652
2020.5.26,29,12437,698
2020.5.26,30,479,17
2020.5.26,31,12618,160
2020.5.26,32,8059,396
2020.5.26,33,4231,214
2020.5.26,34,155764,11191
2020.5.26,35,7130,325
2020.5.26,36,368669,29241
2020.5.26,37,24188,789
2020.5.26,38,2422,54
2020.5.26,69,22,2
2020.5.26,39,33006,2002
2020.5.26,40,6137,318
2020.5.26,41,3968,148
2020.5.26,42,72873,5175
2020.5.26,72,3324,129
2020.5.26,44,14210,634
2020.5.26,45,10416,446
2020.5.26,46,4653,50
2020.5.26,47,20960,339
2020.5.26,48,57573,1552
2020.5.26,49,8622,101
2020.5.26,50,967,54
2020.5.26,78,69,6
2020.5.26,51,39315,1235
